11:28:35 - 来自: main.py:1741 - <module>                        | 调用函数            | __main__.__init__                        | 参数: {'self': '<__main__.MaYun object at 0x000001B953EF9040>'}
11:29:53 -                 来自: main.py:680 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:53 -                 来自: main.py:683 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'quick_start', 'pos': '(831, 595, 219, 87)', 'click': 'True'}
11:29:53 -                 来自: main.py:683 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:53 -             来自: main.py:1446 - game_start                      | 函数返回            | __main__.detect_start_btn                | 返回值: None
11:29:54 -             来自: main.py:1437 - game_start                      | 调用函数            | __main__.waitUntilNoAnimation            | 参数: {'ms': '0.1'}
11:29:54 -                 来自: main.py:167 - waitUntilNoAnimation             | 调用函数            | __main__.haveAnimation                   | 参数: {'waitTime': '0.1'}
11:29:54 -                 来自: main.py:167 - waitUntilNoAnimation             | 函数异常            | __main__.haveAnimation                   | 异常类型: ValueError | 异常信息: Coordinate 'right' is less than 'left' | 堆栈跟踪: Traceback (most recent call last):
  File "c:\Users\User\Desktop\douzero项目汇总\测试用\5.8源码cursor版\log_utils.py", line 128, in wrapper
    result = func(*args, **kwargs)
  File "c:/Users/User/Desktop/douzero项目汇总/测试用/5.8源码cursor版/main.py", line 155, in haveAnimation
    if compareImage(img.crop(region), lastImg.crop(region)):
  File "C:\Users\User\AppData\Local\Programs\Python\Python38\lib\site-packages\PIL\Image.py", line 1296, in crop
    raise ValueError(msg)
ValueError: Coordinate 'right' is less than 'left'

11:29:54 -             来自: main.py:1437 - game_start                      | 函数返回            | __main__.waitUntilNoAnimation            | 返回值: False
11:29:54 -             来自: main.py:1444 - game_start                      | 调用函数            | __main__.find_other_cards                | 参数: {'self': '<__main__.Worker object at 0x000001B9558D45E0>', 'pos': '(211, 239, 390, 84)'}
11:29:54 -                 来自: main.py:390 - find_other_cards                 | 调用函数            | __main__.cards_info                      | 参数: {'self': '<__main__.Worker object at 0x000001B9558D45E0>', 'img': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'pos': '(211, 239, 390, 84)', 'mark': 'o', 'confidence': '0.8'}
11:29:54 -                 来自: main.py:390 - find_other_cards                 | 函数返回            | __main__.cards_info                      | 返回值: 
11:29:54 -             来自: main.py:1444 - game_start                      | 函数返回            | __main__.find_other_cards                | 返回值: 
11:29:54 -             来自: main.py:1446 - game_start                      | 调用函数            | __main__.detect_start_btn                | 参数: {'self': '<__main__.Worker object at 0x000001B9558D45E0>'}
11:29:54 -                 来自: main.py:656 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'continue', 'pos': '(545, 503, 170, 60)', 'click': 'True'}
11:29:54 -                 来自: main.py:656 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:54 -                 来自: main.py:659 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'reward', 'pos': '(521, 506, 199, 76)', 'click': 'True'}
11:29:54 -                 来自: main.py:659 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:54 -                 来自: main.py:662 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'start_game', 'pos': '(201, 260, 840, 74)', 'click': 'True'}
11:29:54 -                 来自: main.py:662 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:54 -                 来自: main.py:665 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuoguan', 'pos': '(485, 620, 269, 92)', 'click': 'True'}
11:29:54 -                 来自: main.py:665 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:54 -                 来自: main.py:668 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'sure', 'pos': '(560, 405, 256, 127)', 'click': 'True'}
11:29:54 -                 来自: main.py:668 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:54 -                 来自: main.py:671 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuijian', 'pos': '(648, 413, 194, 88)', 'click': 'True'}
11:29:54 -                 来自: main.py:671 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:54 -                 来自: main.py:674 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'good', 'pos': '(385, 532, 194, 78)', 'click': 'True'}
11:29:54 -                 来自: main.py:674 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:54 -                 来自: main.py:677 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'zhidao', 'pos': '(527, 482, 199, 83)', 'click': 'True'}
11:29:54 -                 来自: main.py:677 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:54 -                 来自: main.py:680 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'chacha', 'pos': '(920, 57, 266, 204)', 'click': 'True'}
11:29:54 -                 来自: main.py:680 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:54 -                 来自: main.py:683 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'quick_start', 'pos': '(831, 595, 219, 87)', 'click': 'True'}
11:29:54 -                 来自: main.py:683 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:54 -             来自: main.py:1446 - game_start                      | 函数返回            | __main__.detect_start_btn                | 返回值: None
11:29:54 -             来自: main.py:1437 - game_start                      | 调用函数            | __main__.waitUntilNoAnimation            | 参数: {'ms': '0.1'}
11:29:54 -                 来自: main.py:167 - waitUntilNoAnimation             | 调用函数            | __main__.haveAnimation                   | 参数: {'waitTime': '0.1'}
11:29:55 -                 来自: main.py:167 - waitUntilNoAnimation             | 函数异常            | __main__.haveAnimation                   | 异常类型: ValueError | 异常信息: Coordinate 'right' is less than 'left' | 堆栈跟踪: Traceback (most recent call last):
  File "c:\Users\User\Desktop\douzero项目汇总\测试用\5.8源码cursor版\log_utils.py", line 128, in wrapper
    result = func(*args, **kwargs)
  File "c:/Users/User/Desktop/douzero项目汇总/测试用/5.8源码cursor版/main.py", line 155, in haveAnimation
    if compareImage(img.crop(region), lastImg.crop(region)):
  File "C:\Users\User\AppData\Local\Programs\Python\Python38\lib\site-packages\PIL\Image.py", line 1296, in crop
    raise ValueError(msg)
ValueError: Coordinate 'right' is less than 'left'

11:29:55 -             来自: main.py:1437 - game_start                      | 函数返回            | __main__.waitUntilNoAnimation            | 返回值: False
11:29:55 -             来自: main.py:1444 - game_start                      | 调用函数            | __main__.find_other_cards                | 参数: {'self': '<__main__.Worker object at 0x000001B9558D45E0>', 'pos': '(211, 239, 390, 84)'}
11:29:55 -                 来自: main.py:390 - find_other_cards                 | 调用函数            | __main__.cards_info                      | 参数: {'self': '<__main__.Worker object at 0x000001B9558D45E0>', 'img': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'pos': '(211, 239, 390, 84)', 'mark': 'o', 'confidence': '0.8'}
11:29:55 -                 来自: main.py:390 - find_other_cards                 | 函数返回            | __main__.cards_info                      | 返回值: 
11:29:55 -             来自: main.py:1444 - game_start                      | 函数返回            | __main__.find_other_cards                | 返回值: 
11:29:55 -             来自: main.py:1446 - game_start                      | 调用函数            | __main__.detect_start_btn                | 参数: {'self': '<__main__.Worker object at 0x000001B9558D45E0>'}
11:29:55 -                 来自: main.py:656 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'continue', 'pos': '(545, 503, 170, 60)', 'click': 'True'}
11:29:55 -                 来自: main.py:656 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:55 -                 来自: main.py:659 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'reward', 'pos': '(521, 506, 199, 76)', 'click': 'True'}
