01:37:49 - 来自: main.py:43 - <module>                          | 调用函数            | GameHelper.__init__                      | 参数: {'self': '<GameHelper.GameHelper object at 0x000002188DF75250>'}
01:38:28 - 来自: GameHelper.py:232 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x218BBDE57F0>
01:38:28 - 来自: GameHelper.py:234 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[ 69 221 254]\n  [ 70 223 254]\n  [ 71 223 254]\n  ...\n  [ 71 223 246]\n  [ 71 223 246]\n  [ 71 223 246]]\n\n [[ 65 219 254]\n  [ 65 220 254]\n  [ 66 223 254]\n  ...\n  [ 69 222 246]\n  [ 68 221 246]\n  [ 68 221 246]]\n\n [[ 63 218 254]\n  [ 63 219 254]\n  [ 62 222 254]\n  ...\n  [ 66 219 246]\n  [ 65 219 246]\n  [ 65 219 246]]\n\n ...\n\n [[ 44 182 246]\n  [ 42 181 246]\n  [ 40 179 245]\n  ...\n  [ 44 182 246]\n  [ 44 181 246]\n  [ 44 182 246]]\n\n [[ 44 179 246]\n  [ 42 179 246]\n  [ 40 179 246]\n  ...\n  [ 44 180 247]\n  [ 44 180 247]\n  [ 44 181 247]]\n\n [[ 44 179 246]\n  [ 43 178 246]\n  [ 41 178 246]\n  ...\n  [ 44 179 247]\n  [ 44 179 247]\n  [ 44 179 247]]]', 'region': '(648, 413, 194, 88)', 'confidence': '0.8'}
01:38:28 - 来自: GameHelper.py:234 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
01:38:28 - 来自: main.py:101 - find_pic                         | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
01:38:28 - 来自: main.py:488 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
01:38:28 - 来自: main.py:490 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'good', 'pos': '(385, 532, 194, 78)', 'click': 'True'}
01:38:28 - 来自: main.py:101 - find_pic                         | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x000002188DF75250>', 'templateName': 'good', 'region': '(385, 532, 194, 78)', 'confidence': '0.8', 'img': 'None'}
01:38:28 - 来自: GameHelper.py:232 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x000002188DF75250>', 'region': 'None'}
01:38:28 - 来自: GameHelper.py:232 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x218BBDE50D0>
01:38:28 - 来自: GameHelper.py:234 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[254 211  89]\n  [254 212  89]\n  [254 212  89]\n  ...\n  [254 206 106]\n  [254 205 106]\n  [254 205 106]]\n\n [[254 210  89]\n  [254 210  89]\n  [254 211  89]\n  ...\n  [254 204 105]\n  [254 203 103]\n  [254 203 103]]\n\n [[254 210  89]\n  [254 210  89]\n  [254 210  89]\n  ...\n  [254 203 105]\n  [254 202 102]\n  [254 201 102]]\n\n ...\n\n [[249 169  79]\n  [249 169  79]\n  [249 169  79]\n  ...\n  [246 155  82]\n  [246 155  82]\n  [246 154  82]]\n\n [[249 169  79]\n  [249 169  79]\n  [249 169  79]\n  ...\n  [246 154  82]\n  [246 154  82]\n  [246 153  82]]\n\n [[246 168  79]\n  [246 168  79]\n  [246 168  79]\n  ...\n  [247 154  82]\n  [246 153  82]\n  [246 153  82]]]', 'region': '(385, 532, 194, 78)', 'confidence': '0.8'}
01:38:28 - 来自: GameHelper.py:234 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
01:38:28 - 来自: main.py:101 - find_pic                         | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
01:38:28 - 来自: main.py:490 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
01:38:28 - 来自: main.py:492 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'zhidao', 'pos': '(527, 482, 199, 83)', 'click': 'True'}
01:38:28 - 来自: main.py:101 - find_pic                         | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x000002188DF75250>', 'templateName': 'zhidao', 'region': '(527, 482, 199, 83)', 'confidence': '0.8', 'img': 'None'}
01:38:28 - 来自: GameHelper.py:232 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x000002188DF75250>', 'region': 'None'}
01:38:28 - 来自: GameHelper.py:232 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x218BBDD6C40>
01:38:28 - 来自: GameHelper.py:234 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[ 63 221 254]\n  [ 63 221 254]\n  [ 63 221 254]\n  ...\n  [ 68 224 248]\n  [ 66 222 246]\n  [ 66 222 246]]\n\n [[ 62 221 254]\n  [ 61 220 254]\n  [ 61 220 254]\n  ...\n  [ 65 222 246]\n  [ 65 222 246]\n  [ 65 222 246]]\n\n [[ 58 219 254]\n  [ 57 218 254]\n  [ 57 218 254]\n  ...\n  [ 61 220 246]\n  [ 61 220 246]\n  [ 61 220 246]]\n\n ...\n\n [[ 33 182 246]\n  [ 33 181 246]\n  [ 33 182 246]\n  ...\n  [ 33 181 246]\n  [ 33 182 246]\n  [ 33 182 246]]\n\n [[ 33 180 246]\n  [ 33 180 246]\n  [ 33 180 246]\n  ...\n  [ 29 181 246]\n  [ 33 181 246]\n  [ 33 180 246]]\n\n [[ 33 177 246]\n  [ 33 178 246]\n  [ 33 178 246]\n  ...\n  [ 30 180 246]\n  [ 33 179 246]\n  [ 33 178 246]]]', 'region': '(527, 482, 199, 83)', 'confidence': '0.8'}
01:38:28 - 来自: GameHelper.py:234 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
01:38:28 - 来自: main.py:101 - find_pic                         | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
01:38:28 - 来自: main.py:492 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
01:38:28 - 来自: main.py:494 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'chacha', 'pos': '(920, 57, 266, 204)', 'click': 'True'}
01:38:28 - 来自: main.py:101 - find_pic                         | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x000002188DF75250>', 'templateName': 'chacha', 'region': '(920, 57, 266, 204)', 'confidence': '0.8', 'img': 'None'}
01:38:28 - 来自: GameHelper.py:232 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x000002188DF75250>', 'region': 'None'}
01:38:28 - 来自: GameHelper.py:232 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x218BBDD6580>
01:38:28 - 来自: GameHelper.py:234 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[49 42 34]\n  [49 42 34]\n  [49 41 34]\n  ...\n  [49 41 36]\n  [49 41 36]\n  [49 41 36]]\n\n [[49 42 34]\n  [49 41 34]\n  [49 41 34]\n  ...\n  [49 41 36]\n  [49 41 36]\n  [49 41 36]]\n\n [[49 42 34]\n  [49 41 34]\n  [49 41 34]\n  ...\n  [49 41 36]\n  [49 41 36]\n  [49 41 36]]\n\n ...\n\n [[40 43 51]\n  [40 43 51]\n  [40 43 51]\n  ...\n  [42 42 49]\n  [42 42 48]\n  [43 41 45]]\n\n [[39 43 52]\n  [39 43 52]\n  [39 43 52]\n  ...\n  [41 42 49]\n  [42 42 49]\n  [42 41 47]]\n\n [[38 43 53]\n  [38 43 53]\n  [38 43 53]\n  ...\n  [41 42 51]\n  [41 42 49]\n  [42 41 47]]]', 'region': '(920, 57, 266, 204)', 'confidence': '0.8'}
01:38:28 - 来自: GameHelper.py:234 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
01:38:28 - 来自: main.py:101 - find_pic                         | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
01:38:28 - 来自: main.py:494 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
01:38:28 - 来自: main.py:496 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'quick_start', 'pos': '(984, 603, 224, 104)', 'click': 'True'}
01:38:28 - 来自: main.py:101 - find_pic                         | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x000002188DF75250>', 'templateName': 'quick_start', 'region': '(984, 603, 224, 104)', 'confidence': '0.8', 'img': 'None'}
01:38:28 - 来自: GameHelper.py:232 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x000002188DF75250>', 'region': 'None'}
01:38:28 - 来自: GameHelper.py:232 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x218BBDDE2B0>
01:38:28 - 来自: GameHelper.py:234 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[ 52 154 255]\n  [ 52 154 255]\n  [ 52 154 255]\n  ...\n  [ 78 201 251]\n  [ 80 202 250]\n  [ 81 203 250]]\n\n [[ 52 154 255]\n  [ 52 154 255]\n  [ 52 154 255]\n  ...\n  [ 79 202 250]\n  [ 80 202 250]\n  [ 82 203 250]]\n\n [[ 52 154 255]\n  [ 52 154 255]\n  [ 52 154 255]\n  ...\n  [ 79 202 250]\n  [ 80 202 249]\n  [ 82 203 250]]\n\n ...\n\n [[ 51 155 255]\n  [ 50 155 255]\n  [ 49 156 255]\n  ...\n  [108 214 247]\n  [109 215 247]\n  [114 215 247]]\n\n [[ 49 155 255]\n  [ 49 156 255]\n  [ 49 157 255]\n  ...\n  [112 214 247]\n  [114 215 247]\n  [116 216 247]]\n\n [[ 49 155 255]\n  [ 49 156 255]\n  [ 49 157 255]\n  ...\n  [112 214 247]\n  [115 215 247]\n  [116 216 247]]]', 'region': '(984, 603, 224, 104)', 'confidence': '0.8'}
01:38:28 - 来自: GameHelper.py:234 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
01:38:28 - 来自: main.py:101 - find_pic                         | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
01:38:28 - 来自: main.py:496 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
01:38:28 - 来自: main.py:517 - before_start                     | 函数返回            | __main__.detect_start_btn                | 返回值: None
01:38:28 - 来自: main.py:508 - before_start                     | 调用函数            | __main__.find_my_cards                   | 参数: {'self': '<__main__.Worker object at 0x00000218BBD634C0>'}
01:38:28 - 来自: main.py:307 - find_my_cards                    | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x000002188DF75250>', 'region': 'None'}
01:38:28 - 来自: main.py:307 - find_my_cards                    | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x218BBDDEA90>
01:38:28 - 来自: main.py:309 - find_my_cards                    | 调用函数            | __main__.cards_info                      | 参数: {'self': '<__main__.Worker object at 0x00000218BBD634C0>', 'img': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'pos': '(160, 497, 933, 80)', 'mark': 'm', 'confidence': '0.8'}
01:38:28 - 来自: main.py:277 - cards_info                       | 调用函数            | GameHelper.LocateAllOnImage              | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[233 234 235]\n  [233 234 235]\n  [233 234 235]\n  ...\n  [231 232 233]\n  [231 232 233]\n  [231 232 233]]\n\n [[233 234 235]\n  [233 234 235]\n  [233 233 234]\n  ...\n  [183 186 226]\n  [205 207 228]\n  [229 230 233]]\n\n [[233 234 235]\n  [233 233 234]\n  [233 233 234]\n  ...\n  [100 107 212]\n  [168 171 221]\n  [227 228 232]]\n\n ...\n\n [[231 231 233]\n  [226 226 231]\n  [174 176 220]\n  ...\n  [229 229 230]\n  [229 229 230]\n  [229 229 230]]\n\n [[231 231 232]\n  [231 231 232]\n  [226 226 231]\n  ...\n  [229 229 230]\n  [229 229 230]\n  [229 229 230]]\n\n [[231 231 232]\n  [231 231 232]\n  [231 231 232]\n  ...\n  [229 229 230]\n  [229 229 230]\n  [229 229 230]]]', 'region': '(160, 497, 933, 80)', 'confidence': '0.8'}
01:38:28 - 来自: main.py:277 - cards_info                       | 函数返回            | GameHelper.LocateAllOnImage              | 返回值: []
01:38:28 - 来自: main.py:277 - cards_info                       | 调用函数            | GameHelper.LocateAllOnImage              | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[233 234 235]\n  [233 234 235]\n  [233 234 235]\n  ...\n  [231 232 233]\n  [231 232 233]\n  [231 232 233]]\n\n [[233 234 235]\n  [233 234 235]\n  [233 233 234]\n  ...\n  [183 186 226]\n  [205 207 228]\n  [229 230 233]]\n\n [[233 234 235]\n  [233 233 234]\n  [233 233 234]\n  ...\n  [100 107 212]\n  [168 171 221]\n  [227 228 232]]\n\n ...\n\n [[231 231 233]\n  [226 226 231]\n  [174 176 220]\n  ...\n  [229 229 230]\n  [229 229 230]\n  [229 229 230]]\n\n [[231 231 232]\n  [231 231 232]\n  [226 226 231]\n  ...\n  [229 229 230]\n  [229 229 230]\n  [229 229 230]]\n\n [[231 231 232]\n  [231 231 232]\n  [231 231 232]\n  ...\n  [229 229 230]\n  [229 229 230]\n  [229 229 230]]]', 'region': '(160, 497, 933, 80)', 'confidence': '0.8'}
01:38:28 - 来自: main.py:277 - cards_info                       | 函数返回            | GameHelper.LocateAllOnImage              | 返回值: []
01:38:28 - 来自: main.py:277 - cards_info                       | 调用函数            | GameHelper.LocateAllOnImage              | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[233 234 235]\n  [233 234 235]\n  [233 234 235]\n  ...\n  [231 232 233]\n  [231 232 233]\n  [231 232 233]]\n\n [[233 234 235]\n  [233 234 235]\n  [233 234 235]\n  ...\n  [231 232 233]\n  [231 232 233]\n  [231 232 233]]\n\n [[233 234 235]\n  [233 234 235]\n  [233 234 235]\n  ...\n  [231 232 233]\n  [231 232 233]\n  [231 231 233]]\n\n ...\n\n [[211 212 225]\n  [ 42  27 176]\n  [ 40  25 176]\n  ...\n  [ 40  25 176]\n  [ 40  25 176]\n  [102  97 185]]\n\n [[197 197 217]\n  [ 41  25 175]\n  [ 41  25 175]\n  ...\n  [ 41  25 175]\n  [ 41  25 175]\n  [ 99  96 183]]\n\n [[212 213 223]\n  [172 169 207]\n  [172 169 206]\n  ...\n  [169 168 205]\n  [168 167 204]\n  [180 179 207]]]', 'region': '(160, 497, 933, 80)', 'confidence': '0.8'}
01:38:28 - 来自: main.py:277 - cards_info                       | 函数返回            | GameHelper.LocateAllOnImage              | 返回值: []
01:38:28 - 来自: main.py:277 - cards_info                       | 调用函数            | GameHelper.LocateAllOnImage              | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[233 234 235]\n  [233 234 235]\n  [233 234 235]\n  ...\n  [231 231 232]\n  [229 230 231]\n  [229 229 230]]\n\n [[233 234 235]\n  [233 234 235]\n  [233 234 235]\n  ...\n  [231 231 232]\n  [229 230 231]\n  [229 229 230]]\n\n [[233 234 235]\n  [233 234 235]\n  [233 234 235]\n  ...\n  [231 231 232]\n  [229 230 231]\n  [229 229 230]]\n\n ...\n\n [[188 186 187]\n  [ 61  32  37]\n  [ 59  29  34]\n  ...\n  [ 59  29  34]\n  [ 94  80  82]\n  [215 215 216]]\n\n [[186 185 187]\n  [ 60  29  34]\n  [ 60  29  34]\n  ...\n  [ 60  29  34]\n  [ 93  78  80]\n  [215 215 216]]\n\n [[219 220 221]\n  [199 198 200]\n  [199 198 200]\n  ...\n  [197 195 196]\n  [199 199 200]\n  [221 222 223]]]', 'region': '(160, 497, 933, 80)', 'confidence': '0.8'}
01:38:28 - 来自: main.py:277 - cards_info                       | 函数返回            | GameHelper.LocateAllOnImage              | 返回值: []
01:38:28 - 来自: main.py:277 - cards_info                       | 调用函数            | GameHelper.LocateAllOnImage              | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[233 234 235]\n  [233 234 235]\n  [233 234 235]\n  ...\n  [231 232 233]\n  [231 232 233]\n  [231 232 233]]\n\n [[204 206 229]\n  [187 191 228]\n  [187 191 228]\n  ...\n  [185 190 226]\n  [185 190 226]\n  [209 210 228]]\n\n [[ 95 101 207]\n  [ 11  30 202]\n  [ 11  30 202]\n  ...\n  [ 11  30 202]\n  [ 11  30 202]\n  [127 130 211]]\n\n ...\n\n [[229 230 231]\n  [213 215 224]\n  [132 128 198]\n  ...\n  [ 40  25 177]\n  [ 68  57 182]\n  [163 162 205]]\n\n [[137 135 197]\n  [ 75  64 185]\n  [ 54  41 179]\n  ...\n  [ 40  25 176]\n  [ 40  25 176]\n  [ 59  47 180]]\n\n [[102  98 185]\n  [ 41  25 176]\n  [ 41  25 176]\n  ...\n  [ 41  25 176]\n  [ 41  25 176]\n  [ 41  25 176]]]', 'region': '(160, 497, 933, 80)', 'confidence': '0.8'}
